uid	SPScenario	Choice	DrvLic	PblcTrst	AgeGrp	Empl	Edu	Nveh	Nadlt	Nchld	Income	Car_Cost	CarRental_Cost	Bus_Cost	Plane_Cost	Train_Cost	TrH_Cost	Car_TT	CarRental_TT	Bus_TT	Plane_TT	Train_TT	TrH_TT	CarRelib	CarRentalRelib	BusRelib	PlaneRelib	TrainRelib	TrHRelib	AV_Car	AV_CarRental	AV_Bus	AV_Plane	AV_Train	AV_TrH	
445	1	2	1	0	1	0	1	0	1	0	1	0.67	1.65	0.54	0	0	2.1	7.083	7.500	11.283	0.000	0.000	14.917	0	0	0	0	0	0	1	1	1	0	0	1	
446	3	5	1	0	1	0	1	0	1	0	1	0.94	1.27	0.43	0	0	1.5	7.500	6.667	14.667	0.000	0.000	12.167	0.9	0.85	0.85	0	0	0.9	1	1	1	0	0	1	
447	2	2	1	0	1	0	1	0	1	0	1	0.74	2.03	0.67	0	0	1.8	6.667	7.083	18.033	0.000	0.000	13.267	0.85	0.9	0.6	0	0	0.95	1	1	1	0	0	1	
448	3	5	1	0	2	0	2	1	0	0	0	1.18	2.31	0.64	2.5	0.74	1.5	7.750	8.500	11.167	4.850	9.117	12.717	0.85	0.85	0.75	0.85	0.85	0.95	1	1	1	1	1	1	
449	1	5	1	0	2	0	2	1	0	0	0	1.65	1.78	1	2	0.92	1.25	7.000	7.000	10.167	5.367	11.750	11.667	0	0	0	0	0	0	1	1	1	1	1	1	
450	2	5	1	0	2	0	2	1	0	0	0	1.3	2.85	0.8	1.6	1.15	1.75	8.500	7.750	12.167	5.100	14.367	14.283	0.9	0.9	0.6	0.9	0.9	0.99	1	1	1	1	1	1	
451	2	4	1	1	1	0	1	1	1	2	3	1.65	2.31	0.64	2.5	1.15	1.75	7.000	7.000	11.167	5.367	14.367	14.283	0.9	0.9	0.85	0.85	0.85	0.95	1	1	1	1	1	1	
452	3	1	1	1	1	0	1	1	1	2	3	1.3	1.78	0.8	2	0.74	1.25	7.750	8.500	12.167	5.100	9.117	11.667	0.85	0.85	0.6	0.7	0.75	0.99	1	1	1	1	1	1	
453	1	1	1	1	1	0	1	1	1	2	3	1.18	2.85	1	1.6	0.92	1.5	8.500	7.750	10.167	4.850	11.750	12.717	0.75	0.75	0.75	0.9	0.9	0.9	1	1	1	1	1	1	
454	2	5	1	1	2	2	1	0	1	0	1	1.18	1.78	1	2.5	0.74	1.5	8.500	7.000	11.167	5.367	9.117	12.717	0.9	0.75	0.85	0.7	0.9	0.95	1	1	1	1	1	1	
455	1	5	1	1	2	2	1	0	1	0	1	1.65	2.31	0.64	2	0.92	1.75	7.750	8.500	12.167	4.850	11.750	14.283	0	0	0	0	0	0	1	1	1	1	1	1	
456	3	5	1	1	2	2	1	0	1	0	1	1.3	2.85	0.8	1.6	1.15	1.25	7.000	7.750	10.167	5.100	14.367	11.667	0.85	0.9	0.75	0.85	0.85	0.99	1	1	1	1	1	1	
457	2	1	1	1	1	0	1	1	0	0	2	1.22	2.36	1.38	3	0	1.5	7.500	7.500	11.167	5.167	0.000	14.167	0.75	0.9	0.6	0.7	0	0.9	1	1	1	1	0	1	
458	1	0	1	1	1	0	1	1	0	0	2	0.87	1.47	0.88	2.66	0	1.8	6.500	5.500	10.167	4.933	0.000	15.467	0	0	0	0	0	0	1	1	1	1	0	1	
459	3	2	1	1	1	0	1	1	0	0	2	0.96	1.92	1.1	2.13	0	2.1	5.500	6.500	10.667	4.717	0.000	17.417	0.9	0.75	0.85	0.9	0	0.9	1	1	1	1	0	1	
460	3	5	0	1	1	0	1	0	2	1	2	1.22	0	0.88	3	0	2.1	7.500	0.000	10.167	4.933	0.000	17.417	0.85	0	0.6	0.85	0	0.99	1	0	1	1	0	1	
461	1	5	0	1	1	0	1	0	2	1	2	0.87	0	1.1	2.66	0	1.5	5.500	0.000	11.167	4.717	0.000	14.167	0	0	0	0	0	0	1	0	1	1	0	1	
462	2	5	0	1	1	0	1	0	2	1	2	0.96	0	1.38	2.13	0	1.8	6.500	0.000	10.667	5.167	0.000	15.467	0.75	0	0.75	0.9	0	0.9	1	0	1	1	0	1	
463	3	5	1	0	1	0	1	1	2	0	3	0.96	1.92	1.38	3	0	2.1	5.500	5.500	10.667	4.717	0.000	17.417	0.75	0.9	0.85	0.85	0	0.99	1	1	1	1	0	1	
464	1	5	1	0	1	0	1	1	2	0	3	0.87	1.47	0.88	2.66	0	1.5	6.500	6.500	11.167	5.167	0.000	14.167	0.85	0.75	0.6	0.9	0	0.9	1	1	1	1	0	1	
465	2	5	1	0	1	0	1	1	2	0	3	1.22	2.36	1.1	2.13	0	1.8	7.500	7.500	10.167	4.933	0.000	15.467	0.9	0.85	0.75	0.7	0	0.9	1	1	1	1	0	1	
466	2	5	1	1	2	2	1	0	0	0	2	1.3	1.78	0.64	2.5	1.15	1.25	7.000	8.500	11.167	5.367	14.367	11.667	0.75	0.9	0.75	0.9	0.9	0.9	1	1	1	1	1	1	
467	1	5	1	1	2	2	1	0	0	0	2	1.18	2.31	0.8	2	0.74	1.75	7.750	7.750	10.167	4.850	9.117	14.283	0.9	0.85	0.6	0.7	0.85	0.99	1	1	1	1	1	1	
468	3	5	1	1	2	2	1	0	0	0	2	1.65	2.85	1	1.6	0.92	1.5	8.500	7.000	12.167	5.100	11.750	12.717	0.85	0.75	0.85	0.85	0.75	0.95	1	1	1	1	1	1	
469	3	4	1	1	1	0	1	2	2	2	3	1.18	2.31	1	2.5	0.74	1.75	7.000	8.500	10.167	5.367	9.117	14.283	0.9	0.75	0.85	0.7	0.85	0.95	1	1	1	1	1	1	
470	1	2	1	1	1	0	1	2	2	2	3	1.65	2.85	0.64	2	0.92	1.5	7.750	7.750	11.167	4.850	11.750	12.717	0	0	0	0	0	0	1	1	1	1	1	1	
471	2	3	1	1	1	0	1	2	2	2	3	1.3	1.78	0.8	1.6	1.15	1.25	8.500	7.000	12.167	5.100	14.367	11.667	0.75	0.9	0.6	0.9	0.75	0.99	1	1	1	1	1	1	
472	2	3	1	1	1	0	1	2	2	0	3	1.18	2.85	0.8	2.5	0.92	1.75	7.750	8.500	10.167	5.100	11.750	14.283	0.85	0.75	0.85	0.85	0.85	0.95	1	1	1	1	1	1	
473	3	3	1	1	1	0	1	2	2	0	3	1.65	1.78	1	2	1.15	1.5	8.500	7.750	12.167	4.850	14.367	12.717	0.9	0.9	0.75	0.7	0.9	0.99	1	1	1	1	1	1	
474	1	3	1	1	1	0	1	2	2	0	3	1.3	2.31	0.64	1.6	0.74	1.25	7.000	7.000	11.167	5.367	9.117	11.667	0	0	0	0	0	0	1	1	1	1	1	1	
475	2	5	1	0	3	2	1	1	0	0	2	1.65	1.78	1	2.5	1.15	1.75	8.500	7.750	10.167	4.850	14.367	14.283	0.85	0.9	0.85	0.85	0.75	0.99	1	1	1	1	1	1	
476	1	0	1	0	3	2	1	1	0	0	2	1.3	2.85	0.64	2	0.74	1.5	7.750	8.500	12.167	5.367	9.117	12.717	0	0	0	0	0	0	1	1	1	1	1	1	
477	3	5	1	0	3	2	1	1	0	0	2	1.18	2.31	0.8	1.6	0.92	1.25	7.000	7.000	11.167	5.100	11.750	11.667	0.75	0.85	0.6	0.7	0.9	0.95	1	1	1	1	1	1	
478	2	5	1	1	2	0	0	0	0	0	1	1.65	1.78	0.8	2.5	1.15	1.5	8.500	7.000	12.167	5.367	14.367	12.717	0.9	0.9	0.75	0.85	0.9	0.95	1	1	1	1	1	1	
479	1	5	1	1	2	0	0	0	0	0	1	1.18	2.85	0.64	2	0.92	1.75	7.750	7.750	11.167	5.100	11.750	14.283	0	0	0	0	0	0	1	1	1	1	1	1	
480	3	5	1	1	2	0	0	0	0	0	1	1.3	2.31	1	1.6	0.74	1.25	7.000	8.500	10.167	4.850	9.117	11.667	0.75	0.85	0.85	0.7	0.85	0.9	1	1	1	1	1	1	
481	1	0	1	0	2	0	0	1	1	0	2	0.94	1.65	0.54	0	0	2.1	6.667	6.667	11.283	0.000	0.000	14.917	0	0	0	0	0	0	1	1	1	0	0	1	
482	3	0	1	0	2	0	0	1	1	0	2	0.74	1.27	0.67	0	0	1.5	7.083	7.500	18.033	0.000	0.000	12.167	0.9	0.9	0.85	0	0	0.95	1	1	1	0	0	1	
483	2	0	1	0	2	0	0	1	1	0	2	0.67	2.03	0.43	0	0	1.8	7.500	7.083	14.667	0.000	0.000	13.267	0.85	0.75	0.75	0	0	0.99	1	1	1	0	0	1	
484	2	5	1	1	2	0	1	1	0	0	2	0.87	1.47	1.38	3	0	1.8	6.500	7.500	10.167	4.717	0.000	15.467	0.75	0.9	0.6	0.7	0	0.9	1	1	1	1	0	1	
485	1	5	1	1	2	0	1	1	0	0	2	1.22	2.36	0.88	2.66	0	1.5	7.500	6.500	11.167	4.933	0.000	14.167	0	0	0	0	0	0	1	1	1	1	0	1	
486	3	5	1	1	2	0	1	1	0	0	2	0.96	1.92	1.1	2.13	0	2.1	5.500	5.500	10.667	5.167	0.000	17.417	0.9	0.75	0.85	0.9	0	0.9	1	1	1	1	0	1	
487	1	4	1	1	1	0	1	1	2	0	2	1.18	2.85	0.64	2.5	1.15	1.25	7.750	7.750	12.167	4.850	14.367	11.667	0	0	0	0	0	0	1	1	1	1	1	1	
488	3	5	1	1	1	0	1	1	2	0	2	1.3	2.31	0.8	2	0.74	1.75	7.000	7.000	10.167	5.100	9.117	14.283	0.75	0.85	0.75	0.85	0.85	0.99	1	1	1	1	1	1	
489	2	4	1	1	1	0	1	1	2	0	2	1.65	1.78	1	1.6	0.92	1.5	8.500	8.500	11.167	5.367	11.750	12.717	0.9	0.75	0.85	0.7	0.9	0.9	1	1	1	1	1	1	
490	1	0	1	0	2	0	0	2	1	2	3	1.22	2.36	0.88	3	0	2.1	6.500	7.500	10.167	5.167	0.000	17.417	0	0	0	0	0	0	1	1	1	1	0	1	
491	3	0	1	0	2	0	0	2	1	2	3	0.87	1.92	1.1	2.66	0	1.5	7.500	5.500	11.167	4.933	0.000	14.167	0.85	0.75	0.75	0.9	0	0.9	1	1	1	1	0	1	
492	2	0	1	0	2	0	0	2	1	2	3	0.96	1.47	1.38	2.13	0	1.8	5.500	6.500	10.667	4.717	0.000	15.467	0.9	0.9	0.6	0.7	0	0.99	1	1	1	1	0	1	
493	1	0	1	1	2	0	1	1	2	0	3	0.74	1.27	0.67	0	0	1.8	6.667	6.667	14.667	0.000	0.000	13.267	0	0	0	0	0	0	1	1	1	0	0	1	
494	3	0	1	1	2	0	1	1	2	0	3	0.67	1.65	0.43	0	0	2.1	7.500	7.083	18.033	0.000	0.000	14.917	0.9	0.9	0.75	0	0	0.9	1	1	1	0	0	1	
495	2	0	1	1	2	0	1	1	2	0	3	0.94	2.03	0.54	0	0	1.5	7.083	7.500	11.283	0.000	0.000	12.167	0.85	0.85	0.85	0	0	0.99	1	1	1	0	0	1	
496	3	5	1	1	1	0	0	1	0	0	1	1.3	2.85	0.64	2.5	0.92	1.75	7.750	7.000	12.167	5.100	11.750	14.283	0.75	0.9	0.75	0.9	0.9	0.95	1	1	1	1	1	1	
497	2	5	1	1	1	0	0	1	0	0	1	1.18	2.31	1	2	0.74	1.5	8.500	7.750	10.167	4.850	9.117	12.717	0.85	0.85	0.85	0.7	0.85	0.99	1	1	1	1	1	1	
498	1	5	1	1	1	0	0	1	0	0	1	1.65	1.78	0.8	1.6	1.15	1.25	7.000	8.500	11.167	5.367	14.367	11.667	0	0	0	0	0	0	1	1	1	1	1	1	
499	2	0	1	1	2	0	2	2	1	0	3	0.94	1.65	0.67	0	0	2.1	7.500	7.083	18.033	0.000	0.000	14.917	0.85	0.85	0.85	0	0	0.9	1	1	1	0	0	1	
500	3	0	1	1	2	0	2	2	1	0	3	0.67	1.27	0.54	0	0	1.8	6.667	7.500	14.667	0.000	0.000	13.267	0.9	0.9	0.75	0	0	0.95	1	1	1	0	0	1	
501	1	0	1	1	2	0	2	2	1	0	3	0.74	2.03	0.43	0	0	1.5	7.083	6.667	11.283	0.000	0.000	12.167	0.75	0.75	0.6	0	0	0.99	1	1	1	0	0	1	
502	1	5	1	0	2	0	0	1	1	0	2	0.67	2.03	0.43	0	0	1.5	7.500	7.500	14.667	0.000	0.000	12.167	0	0	0	0	0	0	1	1	1	0	0	1	
503	2	0	1	0	2	0	0	1	1	0	2	0.74	1.27	0.54	0	0	1.8	7.083	6.667	11.283	0.000	0.000	13.267	0.9	0.85	0.6	0	0	0.9	1	1	1	0	0	1	
504	3	0	1	0	2	0	0	1	1	0	2	0.94	1.65	0.67	0	0	2.1	6.667	7.083	18.033	0.000	0.000	14.917	0.85	0.75	0.75	0	0	0.99	1	1	1	0	0	1	
505	1	5	1	1	2	0	1	1	0	0	0	0.94	1.65	0.67	0	0	1.8	6.667	7.500	14.667	0.000	0.000	13.267	0	0	0	0	0	0	1	1	1	0	0	1	
506	2	5	1	1	2	0	1	1	0	0	0	0.67	2.03	0.43	0	0	1.5	7.500	7.083	18.033	0.000	0.000	12.167	0.75	0.9	0.75	0	0	0.9	1	1	1	0	0	1	
507	3	5	1	1	2	0	1	1	0	0	0	0.74	1.27	0.54	0	0	2.1	7.083	6.667	11.283	0.000	0.000	14.917	0.9	0.75	0.6	0	0	0.99	1	1	1	0	0	1	
508	2	5	1	1	1	0	2	1	2	2	3	0.87	1.92	0.88	3	0	1.5	5.500	6.500	11.167	4.933	0.000	14.167	0.75	0.75	0.75	0.85	0	0.99	1	1	1	1	0	1	
509	1	0	1	1	1	0	2	1	2	2	3	1.22	1.47	1.1	2.66	0	1.8	7.500	7.500	10.167	5.167	0.000	15.467	0	0	0	0	0	0	1	1	1	1	0	1	
510	3	5	1	1	1	0	2	1	2	2	3	0.96	2.36	1.38	2.13	0	2.1	6.500	5.500	10.667	4.717	0.000	17.417	0.9	0.9	0.85	0.9	0	0.9	1	1	1	1	0	1	
511	1	5	1	1	1	1	0	1	0	0	1	0.94	1.27	0.67	0	0	1.5	7.083	6.667	14.667	0.000	0.000	12.167	0.9	0.75	0.75	0	0	0.9	1	1	1	0	0	1	
512	2	5	1	1	1	1	0	1	0	0	1	0.74	1.65	0.43	0	0	2.1	6.667	7.500	11.283	0.000	0.000	14.917	0.85	0.9	0.6	0	0	0.95	1	1	1	0	0	1	
513	3	5	1	1	1	1	0	1	0	0	1	0.67	2.03	0.54	0	0	1.8	7.500	7.083	18.033	0.000	0.000	13.267	0.75	0.85	0.85	0	0	0.99	1	1	1	0	0	1	
514	1	5	1	1	2	0	1	1	1	0	2	0.67	1.65	0.43	0	0	2.1	6.667	7.500	18.033	0.000	0.000	14.917	0	0	0	0	0	0	1	1	1	0	0	1	
515	2	5	1	1	2	0	1	1	1	0	2	0.74	1.27	0.54	0	0	1.5	7.083	6.667	14.667	0.000	0.000	12.167	0.85	0.85	0.85	0	0	0.9	1	1	1	0	0	1	
516	3	5	1	1	2	0	1	1	1	0	2	0.94	2.03	0.67	0	0	1.8	7.500	7.083	11.283	0.000	0.000	13.267	0.9	0.75	0.6	0	0	0.99	1	1	1	0	0	1	
517	2	5	1	0	2	1	1	2	2	2	2	1.18	2.31	0.64	2.5	1.15	1.25	8.500	8.500	10.167	5.100	14.367	11.667	0.9	0.85	0.75	0.7	0.85	0.99	1	1	1	1	1	1	
518	3	5	1	0	2	1	1	2	2	2	2	1.3	2.85	1	2	0.92	1.5	7.000	7.000	11.167	4.850	11.750	12.717	0.75	0.75	0.6	0.9	0.9	0.95	1	1	1	1	1	1	
519	1	5	1	0	2	1	1	2	2	2	2	1.65	1.78	0.8	1.6	0.74	1.75	7.750	7.750	12.167	5.367	9.117	14.283	0.85	0.9	0.85	0.85	0.75	0.9	1	1	1	1	1	1	
520	2	5	1	1	2	0	1	2	2	2	3	1.3	2.85	0.8	2.5	1.15	1.75	8.500	7.000	12.167	5.100	14.367	14.283	0.85	0.75	0.6	0.9	0.75	0.95	1	1	1	1	1	1	
521	3	0	1	1	2	0	1	2	2	2	3	1.18	1.78	0.64	2	0.74	1.5	7.000	7.750	11.167	5.367	9.117	12.717	0.75	0.85	0.85	0.85	0.85	0.99	1	1	1	1	1	1	
522	1	0	1	1	2	0	1	2	2	2	3	1.65	2.31	1	1.6	0.92	1.25	7.750	8.500	10.167	4.850	11.750	11.667	0	0	0	0	0	0	1	1	1	1	1	1	
523	1	0	1	0	3	2	0	1	0	0	1	0.74	1.27	0.67	0	0	2.1	7.500	7.500	18.033	0.000	0.000	14.917	0	0	0	0	0	0	1	1	1	0	0	1	
524	3	0	1	0	3	2	0	1	0	0	1	0.94	1.65	0.43	0	0	1.5	6.667	7.083	11.283	0.000	0.000	12.167	0.85	0.9	0.85	0	0	0.9	1	1	1	0	0	1	
525	2	0	1	0	3	2	0	1	0	0	1	0.67	2.03	0.54	0	0	1.8	7.083	6.667	14.667	0.000	0.000	13.267	0.9	0.85	0.6	0	0	0.95	1	1	1	0	0	1	
526	1	5	1	1	2	0	2	2	2	0	3	1.18	2.85	0.8	2.5	0.92	1.75	7.000	7.000	11.167	5.100	11.750	14.283	0.9	0.75	0.6	0.7	0.9	0.99	1	1	1	1	1	1	
527	2	5	1	1	2	0	2	2	2	0	3	1.65	1.78	1	2	0.74	1.5	8.500	8.500	10.167	5.367	9.117	12.717	0.85	0.85	0.75	0.9	0.75	0.9	1	1	1	1	1	1	
528	3	5	1	1	2	0	2	2	2	0	3	1.3	2.31	0.64	1.6	1.15	1.25	7.750	7.750	12.167	4.850	14.367	11.667	0.75	0.9	0.85	0.85	0.85	0.95	1	1	1	1	1	1	
529	3	5	1	1	2	2	1	1	1	0	1	1.3	2.85	0.8	2.5	0.92	1.25	7.000	7.750	11.167	5.100	11.750	11.667	0.85	0.75	0.85	0.85	0.75	0.95	1	1	1	1	1	1	
530	1	5	1	1	2	2	1	1	1	0	1	1.65	1.78	1	2	1.15	1.5	8.500	7.000	12.167	4.850	14.367	12.717	0	0	0	0	0	0	1	1	1	1	1	1	
531	2	5	1	1	2	2	1	1	1	0	1	1.18	2.31	0.64	1.6	0.74	1.75	7.750	8.500	10.167	5.367	9.117	14.283	0.75	0.85	0.6	0.9	0.9	0.99	1	1	1	1	1	1	
532	1	3	1	1	1	0	2	2	0	0	2	1.22	1.92	0.88	3	0	1.5	5.500	6.500	11.167	4.717	0.000	14.167	0	0	0	0	0	0	1	1	1	1	0	1	
533	3	3	1	1	1	0	2	2	0	0	2	0.87	2.36	1.38	2.66	0	2.1	6.500	7.500	10.167	4.933	0.000	17.417	0.85	0.85	0.75	0.9	0	0.9	1	1	1	1	0	1	
534	2	3	1	1	1	0	2	2	0	0	2	0.96	1.47	1.1	2.13	0	1.8	7.500	5.500	10.667	5.167	0.000	15.467	0.9	0.75	0.85	0.7	0	0.9	1	1	1	1	0	1	
535	2	5	1	0	2	0	1	1	1	0	2	1.65	2.85	0.64	2.5	0.92	1.5	7.000	7.750	12.167	5.367	11.750	12.717	0.85	0.85	0.75	0.7	0.85	0.9	1	1	1	1	1	1	
536	1	5	1	0	2	0	1	1	1	0	2	1.18	2.31	0.8	2	0.74	1.25	7.750	8.500	10.167	5.100	9.117	11.667	0	0	0	0	0	0	1	1	1	1	1	1	
537	3	5	1	0	2	0	1	1	1	0	2	1.3	1.78	1	1.6	1.15	1.75	8.500	7.000	11.167	4.850	14.367	14.283	0.75	0.9	0.6	0.85	0.9	0.99	1	1	1	1	1	1	
538	3	2	1	1	1	1	2	1	2	0	2	0.87	1.92	0.88	3	0	2.1	6.500	5.500	10.167	4.933	0.000	17.417	0.75	0.9	0.85	0.7	0	0.99	1	1	1	1	0	1	
539	2	5	1	1	1	1	2	1	2	0	2	1.22	1.47	1.1	2.66	0	1.8	5.500	7.500	11.167	5.167	0.000	15.467	0.9	0.85	0.6	0.9	0	0.9	1	1	1	1	0	1	
540	1	5	1	1	1	1	2	1	2	0	2	0.96	2.36	1.38	2.13	0	1.5	7.500	6.500	10.667	4.717	0.000	14.167	0	0	0	0	0	0	1	1	1	1	0	1	
541	1	5	1	1	2	0	1	2	1	2	2	1.18	2.31	0.8	2.5	1.15	1.25	7.000	7.000	11.167	5.100	14.367	11.667	0	0	0	0	0	0	1	1	1	1	1	1	
542	2	5	1	1	2	0	1	2	1	2	2	1.65	2.85	0.64	2	0.74	1.75	7.750	8.500	10.167	4.850	9.117	14.283	0.9	0.9	0.6	0.7	0.85	0.95	1	1	1	1	1	1	
543	3	5	1	1	2	0	1	2	1	2	2	1.3	1.78	1	1.6	0.92	1.5	8.500	7.750	12.167	5.367	11.750	12.717	0.85	0.75	0.75	0.85	0.75	0.99	1	1	1	1	1	1	
544	3	5	1	1	1	0	1	0	1	0	2	1.65	2.31	1	2.5	1.15	1.75	8.500	7.000	11.167	5.367	14.367	14.283	0.85	0.9	0.6	0.85	0.9	0.9	1	1	1	1	1	1	
545	1	5	1	1	1	0	1	0	1	0	2	1.3	1.78	0.8	2	0.74	1.25	7.750	8.500	10.167	5.100	9.117	11.667	0	0	0	0	0	0	1	1	1	1	1	1	
546	2	5	1	1	1	0	1	0	1	0	2	1.18	2.85	0.64	1.6	0.92	1.5	7.000	7.750	12.167	4.850	11.750	12.717	0.75	0.85	0.75	0.7	0.85	0.95	1	1	1	1	1	1	
547	3	5	0	1	1	0	1	0	1	2	3	1.22	0	0.88	3	0	2.1	6.500	0.000	10.167	4.717	0.000	17.417	0.85	0	0.85	0.85	0	0.9	1	0	1	1	0	1	
548	2	5	0	1	1	0	1	0	1	2	3	0.96	0	1.38	2.66	0	1.5	5.500	0.000	11.167	4.933	0.000	14.167	0.9	0	0.75	0.9	0	0.9	1	0	1	1	0	1	
549	1	5	0	1	1	0	1	0	1	2	3	0.87	0	1.1	2.13	0	1.8	7.500	0.000	10.667	5.167	0.000	15.467	0	0	0	0	0	0	1	0	1	1	0	1	
550	3	0	1	1	1	0	2	0	1	0	3	1.18	2.31	1	2.5	1.15	1.75	7.750	7.000	12.167	5.100	14.367	14.283	0.9	0.85	0.85	0.85	0.85	0.99	1	1	1	1	1	1	
551	1	5	1	1	1	0	2	0	1	0	3	1.3	2.85	0.64	2	0.74	1.25	7.000	8.500	10.167	5.367	9.117	11.667	0	0	0	0	0	0	1	1	1	1	1	1	
552	2	0	1	1	1	0	2	0	1	0	3	1.65	1.78	0.8	1.6	0.92	1.5	8.500	7.750	11.167	4.850	11.750	12.717	0.85	0.75	0.75	0.9	0.75	0.9	1	1	1	1	1	1	
553	2	5	0	1	2	2	2	0	2	0	0	0.87	0	1.1	3	0	2.1	5.500	0.000	10.167	4.933	0.000	17.417	0.75	0	0.75	0.85	0	0.99	1	0	1	1	0	1	
554	3	5	0	1	2	2	2	0	2	0	0	0.96	0	0.88	2.66	0	1.5	6.500	0.000	11.167	4.717	0.000	14.167	0.85	0	0.85	0.7	0	0.9	1	0	1	1	0	1	
555	1	5	0	1	2	2	2	0	2	0	0	1.22	0	1.38	2.13	0	1.8	7.500	0.000	10.667	5.167	0.000	15.467	0	0	0	0	0	0	1	0	1	1	0	1	
556	3	5	1	1	1	0	0	0	1	1	1	0.74	1.65	0.67	0	0	1.8	6.667	7.500	18.033	0.000	0.000	13.267	0.75	0.9	0.75	0	0	0.9	1	1	1	0	0	1	
557	2	5	1	1	1	0	0	0	1	1	1	0.94	1.27	0.43	0	0	2.1	7.083	6.667	11.283	0.000	0.000	14.917	0.85	0.75	0.6	0	0	0.95	1	1	1	0	0	1	
558	1	5	1	1	1	0	0	0	1	1	1	0.67	2.03	0.54	0	0	1.5	7.500	7.083	14.667	0.000	0.000	12.167	0.9	0.85	0.85	0	0	0.99	1	1	1	0	0	1	
559	2	0	1	1	0	0	1	1	1	0	2	1.3	2.31	0.8	2.5	0.74	1.5	7.750	8.500	10.167	5.100	9.117	12.717	0.75	0.9	0.75	0.85	0.9	0.99	1	1	1	1	1	1	
560	1	0	1	1	0	0	1	1	1	0	2	1.65	1.78	1	2	1.15	1.75	8.500	7.750	12.167	4.850	14.367	14.283	0.85	0.75	0.85	0.7	0.75	0.9	1	1	1	1	1	1	
561	3	2	1	1	0	0	1	1	1	0	2	1.18	2.85	0.64	1.6	0.92	1.25	7.000	7.000	11.167	5.367	11.750	11.667	0.9	0.85	0.6	0.9	0.85	0.95	1	1	1	1	1	1	
562	3	5	1	1	1	0	1	1	1	2	3	1.3	1.78	0.64	2.5	0.74	1.25	7.750	7.750	11.167	5.100	9.117	11.667	0.9	0.75	0.6	0.85	0.9	0.99	1	1	1	1	1	1	
563	2	5	1	1	1	0	1	1	1	2	3	1.18	2.85	1	2	0.92	1.75	7.000	7.000	12.167	5.367	11.750	14.283	0.85	0.9	0.75	0.7	0.85	0.95	1	1	1	1	1	1	
564	1	5	1	1	1	0	1	1	1	2	3	1.65	2.31	0.8	1.6	1.15	1.5	8.500	8.500	10.167	4.850	14.367	12.717	0	0	0	0	0	0	1	1	1	1	1	1	
565	3	5	1	1	2	0	1	1	1	0	3	1.22	1.92	0.88	3	0	1.8	7.500	7.500	10.167	4.717	0.000	15.467	0.75	0.75	0.6	0.85	0	0.9	1	1	1	1	0	1	
566	2	5	1	1	2	0	1	1	1	0	3	0.96	1.47	1.1	2.66	0	2.1	6.500	5.500	10.667	5.167	0.000	17.417	0.85	0.85	0.85	0.7	0	0.9	1	1	1	1	0	1	
567	1	5	1	1	2	0	1	1	1	0	3	0.87	2.36	1.38	2.13	0	1.5	5.500	6.500	11.167	4.933	0.000	14.167	0.9	0.9	0.75	0.9	0	0.99	1	1	1	1	0	1	
568	2	5	1	1	1	0	1	1	1	0	1	1.22	1.47	1.1	3	0	1.5	7.500	6.500	10.167	4.933	0.000	14.167	0.9	0.75	0.85	0.85	0	0.99	1	1	1	1	0	1	
569	1	5	1	1	1	0	1	1	1	0	1	0.96	1.92	0.88	2.66	0	1.8	5.500	7.500	11.167	5.167	0.000	15.467	0	0	0	0	0	0	1	1	1	1	0	1	
570	3	5	1	1	1	0	1	1	1	0	1	0.87	2.36	1.38	2.13	0	2.1	6.500	5.500	10.667	4.717	0.000	17.417	0.85	0.9	0.75	0.9	0	0.9	1	1	1	1	0	1	
571	2	5	1	0	1	0	1	2	1	0	3	1.18	2.31	1	2.5	1.15	1.25	7.750	7.000	11.167	5.100	14.367	11.667	0.75	0.9	0.85	0.7	0.9	0.99	1	1	1	1	1	1	
572	3	5	1	0	1	0	1	2	1	0	3	1.3	2.85	0.8	2	0.74	1.75	7.000	8.500	12.167	4.850	9.117	14.283	0.85	0.85	0.6	0.85	0.85	0.9	1	1	1	1	1	1	
573	1	5	1	0	1	0	1	2	1	0	3	1.65	1.78	0.64	1.6	0.92	1.5	8.500	7.750	10.167	5.367	11.750	12.717	0.9	0.75	0.75	0.9	0.75	0.95	1	1	1	1	1	1	
574	2	0	1	1	2	0	1	1	1	0	1	1.3	1.78	0.8	2.5	0.74	1.25	7.000	7.000	10.167	5.100	9.117	11.667	0.75	0.85	0.6	0.9	0.9	0.99	1	1	1	1	1	1	
575	3	1	1	1	2	0	1	1	1	0	1	1.18	2.85	0.64	2	0.92	1.75	8.500	7.750	12.167	4.850	11.750	14.283	0.85	0.75	0.75	0.85	0.85	0.9	1	1	1	1	1	1	
576	1	5	1	1	2	0	1	1	1	0	1	1.65	2.31	1	1.6	1.15	1.5	7.750	8.500	11.167	5.367	14.367	12.717	0	0	0	0	0	0	1	1	1	1	1	1	
577	3	5	1	1	1	0	1	1	1	1	1	1.65	2.85	1	2.5	0.92	1.75	7.000	7.000	12.167	4.850	11.750	14.283	0.85	0.9	0.85	0.85	0.9	0.95	1	1	1	1	1	1	
578	2	5	1	1	1	0	1	1	1	1	1	1.18	1.78	0.64	2	1.15	1.5	8.500	8.500	10.167	5.367	14.367	12.717	0.9	0.75	0.75	0.9	0.75	0.9	1	1	1	1	1	1	
