uid	SPScenario	Choice	DrvLic	PblcTrst	AgeGrp	Empl	Edu	Nveh	Nadlt	Nchld	Income	Car_Cost	CarRental_Cost	Bus_Cost	Plane_Cost	Train_Cost	TrH_Cost	Car_TT	CarRental_TT	Bus_TT	Plane_TT	Train_TT	TrH_TT	CarRelib	CarRentalRelib	BusRelib	PlaneRelib	TrainRelib	TrHRelib	AV_Car	AV_CarRental	AV_Bus	AV_Plane	AV_Train	AV_TrH	
579	1	4	1	1	1	0	1	1	1	1	1	1.3	2.31	0.8	1.6	0.74	1.25	7.750	7.750	11.167	5.100	9.117	11.667	0	0	0	0	0	0	1	1	1	1	1	1	
580	2	5	1	0	1	0	1	1	1	0	0	1.18	1.78	1	2.5	0.92	1.25	7.750	8.500	12.167	5.100	11.750	11.667	0.85	0.85	0.85	0.85	0.9	0.99	1	1	1	1	1	1	
581	1	5	1	0	1	0	1	1	1	0	0	1.3	2.85	0.64	2	1.15	1.5	8.500	7.000	11.167	4.850	14.367	12.717	0	0	0	0	0	0	1	1	1	1	1	1	
582	3	5	1	0	1	0	1	1	1	0	0	1.65	2.31	0.8	1.6	0.74	1.75	7.000	7.750	10.167	5.367	9.117	14.283	0.75	0.9	0.75	0.7	0.75	0.95	1	1	1	1	1	1	
583	2	5	1	0	1	0	0	2	2	2	3	1.18	2.31	1	2.5	0.92	1.5	7.000	7.000	11.167	5.367	11.750	12.717	0.85	0.9	0.6	0.85	0.75	0.99	1	1	1	1	1	1	
584	1	5	1	0	1	0	0	2	2	2	3	1.65	1.78	0.64	2	1.15	1.25	7.750	7.750	10.167	4.850	14.367	11.667	0	0	0	0	0	0	1	1	1	1	1	1	
585	3	5	1	0	1	0	0	2	2	2	3	1.3	2.85	0.8	1.6	0.74	1.75	8.500	8.500	12.167	5.100	9.117	14.283	0.75	0.85	0.75	0.9	0.85	0.95	1	1	1	1	1	1	
586	1	0	1	1	1	0	1	1	0	0	0	0.67	2.03	0.67	0	0	2.1	6.667	7.083	11.283	0.000	0.000	14.917	0	0	0	0	0	0	1	1	1	0	0	1	
587	2	5	1	1	1	0	1	1	0	0	0	0.94	1.27	0.43	0	0	1.8	7.500	7.500	14.667	0.000	0.000	13.267	0.85	0.85	0.75	0	0	0.95	1	1	1	0	0	1	
588	3	5	1	1	1	0	1	1	0	0	0	0.74	1.65	0.54	0	0	1.5	7.083	6.667	18.033	0.000	0.000	12.167	0.75	0.75	0.85	0	0	0.99	1	1	1	0	0	1	
589	3	1	1	1	1	0	2	1	1	1	2	0.96	2.36	0.88	3	0	1.8	5.500	5.500	11.167	4.933	0.000	15.467	0.9	0.75	0.75	0.7	0	0.99	1	1	1	1	0	1	
590	1	5	1	1	1	0	2	1	1	1	2	1.22	1.92	1.38	2.66	0	2.1	7.500	6.500	10.667	5.167	0.000	17.417	0.75	0.9	0.85	0.85	0	0.9	1	1	1	1	0	1	
591	2	5	1	1	1	0	2	1	1	1	2	0.87	1.47	1.1	2.13	0	1.5	6.500	7.500	10.167	4.717	0.000	14.167	0.85	0.85	0.6	0.9	0	0.9	1	1	1	1	0	1	
592	2	3	1	1	1	0	0	1	2	0	3	1.18	2.31	0.8	2.5	0.92	1.25	7.000	7.000	10.167	5.100	11.750	11.667	0.75	0.9	0.75	0.85	0.85	0.95	1	1	1	1	1	1	
593	3	3	1	1	1	0	0	1	2	0	3	1.3	1.78	0.64	2	0.74	1.75	8.500	7.750	11.167	4.850	9.117	14.283	0.9	0.75	0.6	0.9	0.9	0.99	1	1	1	1	1	1	
594	1	3	1	1	1	0	0	1	2	0	3	1.65	2.85	1	1.6	1.15	1.5	7.750	8.500	12.167	5.367	14.367	12.717	0	0	0	0	0	0	1	1	1	1	1	1	
595	2	0	1	1	1	0	1	1	1	2	3	1.18	2.31	1	2.5	0.92	1.75	8.500	8.500	12.167	5.100	11.750	14.283	0.85	0.75	0.85	0.9	0.75	0.95	1	1	1	1	1	1	
596	3	4	1	1	1	0	1	1	1	2	3	1.3	2.85	0.64	2	1.15	1.5	7.000	7.000	11.167	4.850	14.367	12.717	0.75	0.9	0.6	0.85	0.85	0.9	1	1	1	1	1	1	
597	1	5	1	1	1	0	1	1	1	2	3	1.65	1.78	0.8	1.6	0.74	1.25	7.750	7.750	10.167	5.367	9.117	11.667	0	0	0	0	0	0	1	1	1	1	1	1	
598	1	1	1	1	1	0	1	0	1	0	2	1.3	2.85	0.64	2.5	0.92	1.75	7.750	7.000	11.167	4.850	11.750	14.283	0	0	0	0	0	0	1	1	1	1	1	1	
599	2	1	1	1	1	0	1	0	1	0	2	1.18	2.31	0.8	2	1.15	1.5	8.500	8.500	12.167	5.100	14.367	12.717	0.85	0.85	0.75	0.7	0.9	0.99	1	1	1	1	1	1	
600	3	1	1	1	1	0	1	0	1	0	2	1.65	1.78	1	1.6	0.74	1.25	7.000	7.750	10.167	5.367	9.117	11.667	0.9	0.75	0.6	0.9	0.85	0.95	1	1	1	1	1	1	
601	2	5	1	1	1	0	0	1	1	0	3	1.18	1.78	1	2.5	0.74	1.75	8.500	8.500	11.167	5.367	9.117	14.283	0.9	0.85	0.85	0.9	0.85	0.9	1	1	1	1	1	1	
602	1	5	1	1	1	0	0	1	1	0	3	1.65	2.85	0.64	2	0.92	1.5	7.750	7.000	10.167	5.100	11.750	12.717	0.85	0.9	0.6	0.7	0.9	0.99	1	1	1	1	1	1	
603	3	5	1	1	1	0	0	1	1	0	3	1.3	2.31	0.8	1.6	1.15	1.25	7.000	7.750	12.167	4.850	14.367	11.667	0.75	0.75	0.75	0.85	0.75	0.95	1	1	1	1	1	1	
604	2	5	1	0	2	0	1	1	0	0	2	0.87	1.47	0.88	3	0	1.8	5.500	5.500	10.167	4.717	0.000	15.467	0.85	0.9	0.85	0.7	0	0.9	1	1	1	1	0	1	
605	3	5	1	0	2	0	1	1	0	0	2	1.22	1.92	1.1	2.66	0	2.1	6.500	7.500	11.167	5.167	0.000	17.417	0.75	0.75	0.75	0.85	0	0.9	1	1	1	1	0	1	
606	1	5	1	0	2	0	1	1	0	0	2	0.96	2.36	1.38	2.13	0	1.5	7.500	6.500	10.667	4.933	0.000	14.167	0.9	0.85	0.6	0.9	0	0.99	1	1	1	1	0	1	
607	2	0	1	1	1	0	1	1	1	0	2	1.22	1.47	0.88	3	0	1.8	5.500	7.500	10.667	4.933	0.000	15.467	0.9	0.85	0.6	0.85	0	0.9	1	1	1	1	0	1	
608	3	5	1	1	1	0	1	1	1	0	2	0.87	1.92	1.38	2.66	0	1.5	6.500	6.500	10.167	5.167	0.000	14.167	0.85	0.9	0.75	0.9	0	0.99	1	1	1	1	0	1	
609	1	0	1	1	1	0	1	1	1	0	2	0.96	2.36	1.1	2.13	0	2.1	7.500	5.500	11.167	4.717	0.000	17.417	0.75	0.75	0.85	0.7	0	0.9	1	1	1	1	0	1	
610	1	5	1	0	2	2	1	2	1	0	3	1.3	2.85	0.8	2.5	1.15	1.5	7.000	7.000	11.167	4.850	14.367	12.717	0	0	0	0	0	0	1	1	1	1	1	1	
611	3	5	1	0	2	2	1	2	1	0	3	1.65	2.31	0.64	2	0.74	1.25	7.750	8.500	12.167	5.100	9.117	11.667	0.75	0.9	0.85	0.7	0.75	0.99	1	1	1	1	1	1	
612	2	5	1	0	2	2	1	2	1	0	3	1.18	1.78	1	1.6	0.92	1.75	8.500	7.750	10.167	5.367	11.750	14.283	0.9	0.75	0.75	0.9	0.9	0.95	1	1	1	1	1	1	
613	1	4	0	1	2	1	0	0	2	0	1	1.3	0	0.64	2.5	0.92	1.75	7.000	0.000	10.167	4.850	11.750	14.283	0	0	0	0	0	0	1	0	1	1	1	1	
614	2	4	0	1	2	1	0	0	2	0	1	1.18	0	1	2	0.74	1.25	7.750	0.000	12.167	5.367	9.117	11.667	0.75	0	0.75	0.85	0.9	0.9	1	0	1	1	1	1	
615	3	4	0	1	2	1	0	0	2	0	1	1.65	0	0.8	1.6	1.15	1.5	8.500	0.000	11.167	5.100	14.367	12.717	0.85	0	0.85	0.7	0.75	0.99	1	0	1	1	1	1	
616	1	5	1	1	3	0	1	1	0	0	2	0.74	2.03	0.43	0	0	1.5	6.667	7.500	11.283	0.000	0.000	12.167	0	0	0	0	0	0	1	1	1	0	0	1	
617	3	5	1	1	3	0	1	1	0	0	2	0.94	1.65	0.67	0	0	2.1	7.500	6.667	18.033	0.000	0.000	14.917	0.85	0.9	0.6	0	0	0.9	1	1	1	0	0	1	
618	2	5	1	1	3	0	1	1	0	0	2	0.67	1.27	0.54	0	0	1.8	7.083	7.083	14.667	0.000	0.000	13.267	0.75	0.75	0.75	0	0	0.95	1	1	1	0	0	1	
619	1	5	1	0	1	0	0	0	1	0	2	1.65	1.78	1	2.5	0.92	1.75	7.750	7.000	11.167	5.367	11.750	14.283	0	0	0	0	0	0	1	1	1	1	1	1	
620	3	5	1	0	1	0	0	0	1	0	2	1.18	2.31	0.64	2	1.15	1.5	7.000	8.500	12.167	4.850	14.367	12.717	0.85	0.9	0.6	0.85	0.9	0.99	1	1	1	1	1	1	
621	2	5	1	0	1	0	0	0	1	0	2	1.3	2.85	0.8	1.6	0.74	1.25	8.500	7.750	10.167	5.100	9.117	11.667	0.9	0.75	0.85	0.9	0.85	0.95	1	1	1	1	1	1	
622	2	3	1	1	1	0	1	2	2	1	3	1.3	1.78	0.8	2.5	0.92	1.75	7.750	7.000	10.167	5.367	11.750	14.283	0.85	0.9	0.6	0.9	0.85	0.99	1	1	1	1	1	1	
623	1	3	1	1	1	0	1	2	2	1	3	1.18	2.31	0.64	2	0.74	1.25	8.500	8.500	12.167	5.100	9.117	11.667	0	0	0	0	0	0	1	1	1	1	1	1	
624	3	4	1	1	1	0	1	2	2	1	3	1.65	2.85	1	1.6	1.15	1.5	7.000	7.750	11.167	4.850	14.367	12.717	0.9	0.75	0.75	0.85	0.9	0.9	1	1	1	1	1	1	
625	2	3	1	0	3	2	0	1	1	0	0	1.3	1.78	1	2.5	1.15	1.75	7.000	7.750	11.167	5.100	14.367	14.283	0.75	0.85	0.75	0.7	0.75	0.99	1	1	1	1	1	1	
626	3	3	1	0	3	2	0	1	1	0	0	1.18	2.85	0.64	2	0.92	1.25	8.500	8.500	10.167	5.367	11.750	11.667	0.85	0.9	0.6	0.9	0.9	0.95	1	1	1	1	1	1	
627	1	3	1	0	3	2	0	1	1	0	0	1.65	2.31	0.8	1.6	0.74	1.5	7.750	7.000	12.167	4.850	9.117	12.717	0.9	0.75	0.85	0.85	0.85	0.9	1	1	1	1	1	1	
628	2	5	1	0	1	0	1	1	0	0	1	1.3	2.31	0.64	2.5	0.92	1.25	7.750	8.500	11.167	4.850	11.750	11.667	0.9	0.85	0.85	0.7	0.9	0.99	1	1	1	1	1	1	
629	1	5	1	0	1	0	1	1	0	0	1	1.18	1.78	1	2	0.74	1.75	7.000	7.750	12.167	5.367	9.117	14.283	0	0	0	0	0	0	1	1	1	1	1	1	
630	3	5	1	0	1	0	1	1	0	0	1	1.65	2.85	0.8	1.6	1.15	1.5	8.500	7.000	10.167	5.100	14.367	12.717	0.75	0.75	0.75	0.9	0.75	0.95	1	1	1	1	1	1	
631	3	0	1	1	0	0	1	2	2	0	3	1.18	1.78	0.8	2.5	0.92	1.5	7.750	7.000	10.167	4.850	11.750	12.717	0.85	0.85	0.75	0.7	0.75	0.95	1	1	1	1	1	1	
632	1	4	1	1	0	0	1	2	2	0	3	1.3	2.31	0.64	2	0.74	1.75	7.000	7.750	12.167	5.367	9.117	14.283	0	0	0	0	0	0	1	1	1	1	1	1	
633	2	3	1	1	0	0	1	2	2	0	3	1.65	2.85	1	1.6	1.15	1.25	8.500	8.500	11.167	5.100	14.367	11.667	0.9	0.9	0.6	0.9	0.9	0.99	1	1	1	1	1	1	
634	2	2	0	1	2	0	1	0	1	1	3	1.18	0	1	2.5	0.74	1.75	7.000	0.000	11.167	5.100	9.117	14.283	0.75	0	0.85	0.85	0.75	0.95	1	0	1	1	1	1	
635	1	2	0	1	2	0	1	0	1	1	3	1.65	0	0.8	2	1.15	1.25	8.500	0.000	12.167	4.850	14.367	11.667	0	0	0	0	0	0	1	0	1	1	1	1	
636	3	2	0	1	2	0	1	0	1	1	3	1.3	0	0.64	1.6	0.92	1.5	7.750	0.000	10.167	5.367	11.750	12.717	0.85	0	0.6	0.9	0.85	0.9	1	0	1	1	1	1	
637	2	5	1	0	2	0	1	1	0	1	1	1.65	1.78	0.64	2.5	0.92	1.75	8.500	8.500	11.167	4.850	11.750	14.283	0.75	0.75	0.6	0.9	0.75	0.9	1	1	1	1	1	1	
638	3	5	1	0	2	0	1	1	0	1	1	1.3	2.85	1	2	0.74	1.5	7.000	7.000	12.167	5.367	9.117	12.717	0.85	0.85	0.75	0.85	0.85	0.99	1	1	1	1	1	1	
639	1	5	1	0	2	0	1	1	0	1	1	1.18	2.31	0.8	1.6	1.15	1.25	7.750	7.750	10.167	5.100	14.367	11.667	0.9	0.9	0.85	0.7	0.9	0.95	1	1	1	1	1	1	
640	2	5	0	1	2	1	1	0	0	0	2	1.65	0	0.64	2.5	1.15	1.5	7.000	0.000	10.167	5.100	14.367	12.717	0.85	0	0.6	0.85	0.85	0.9	1	0	1	1	1	1	
641	1	5	0	1	2	1	1	0	0	0	2	1.3	0	1	2	0.92	1.25	7.750	0.000	12.167	4.850	11.750	11.667	0	0	0	0	0	0	1	0	1	1	1	1	
642	3	3	0	1	2	1	1	0	0	0	2	1.18	0	0.8	1.6	0.74	1.75	8.500	0.000	11.167	5.367	9.117	14.283	0.9	0	0.75	0.7	0.9	0.95	1	0	1	1	1	1	
643	3	5	1	1	1	0	1	1	2	0	3	1.3	1.78	0.64	2.5	0.74	1.5	8.500	7.000	11.167	5.100	9.117	12.717	0.75	0.85	0.75	0.9	0.9	0.95	1	1	1	1	1	1	
644	1	5	1	1	1	0	1	1	2	0	3	1.18	2.31	0.8	2	0.92	1.25	7.750	7.750	10.167	5.367	11.750	11.667	0	0	0	0	0	0	1	1	1	1	1	1	
645	2	5	1	1	1	0	1	1	2	0	3	1.65	2.85	1	1.6	1.15	1.75	7.000	8.500	12.167	4.850	14.367	14.283	0.85	0.9	0.85	0.85	0.75	0.9	1	1	1	1	1	1	
646	3	5	1	1	2	2	1	1	1	0	3	1.3	2.85	1	2.5	0.74	1.5	7.000	8.500	10.167	5.367	9.117	12.717	0.9	0.85	0.75	0.7	0.9	0.99	1	1	1	1	1	1	
647	2	5	1	1	2	2	1	1	1	0	3	1.18	2.31	0.64	2	0.92	1.25	8.500	7.000	11.167	5.100	11.750	11.667	0.75	0.75	0.85	0.9	0.75	0.9	1	1	1	1	1	1	
648	1	5	1	1	2	2	1	1	1	0	3	1.65	1.78	0.8	1.6	1.15	1.75	7.750	7.750	12.167	4.850	14.367	14.283	0	0	0	0	0	0	1	1	1	1	1	1	
649	1	5	1	0	2	2	1	1	2	0	3	0.96	1.47	0.88	3	0	1.5	6.500	6.500	11.167	4.717	0.000	14.167	0	0	0	0	0	0	1	1	1	1	0	1	
650	3	5	1	0	2	2	1	1	2	0	3	0.87	2.36	1.38	2.66	0	2.1	5.500	7.500	10.667	5.167	0.000	17.417	0.75	0.85	0.6	0.85	0	0.9	1	1	1	1	0	1	
651	2	5	1	0	2	2	1	1	2	0	3	1.22	1.92	1.1	2.13	0	1.8	7.500	5.500	10.167	4.933	0.000	15.467	0.9	0.75	0.75	0.9	0	0.99	1	1	1	1	0	1	
652	2	3	1	0	2	0	2	1	0	0	3	1.3	2.85	1	2.5	1.15	1.75	7.000	7.000	10.167	5.367	14.367	14.283	0.75	0.9	0.6	0.85	0.85	0.9	1	1	1	1	1	1	
653	3	3	1	0	2	0	2	1	0	0	3	1.18	1.78	0.8	2	0.92	1.25	7.750	7.750	11.167	5.100	11.750	11.667	0.9	0.75	0.75	0.9	0.9	0.95	1	1	1	1	1	1	
654	1	3	1	0	2	0	2	1	0	0	3	1.65	2.31	0.64	1.6	0.74	1.5	8.500	8.500	12.167	4.850	9.117	12.717	0.85	0.85	0.85	0.7	0.75	0.99	1	1	1	1	1	1	
655	3	5	1	0	1	1	1	1	1	2	0	0.96	1.47	0.88	3	0	2.1	6.500	6.500	10.667	4.933	0.000	17.417	0.75	0.85	0.6	0.85	0	0.9	1	1	1	1	0	1	
656	2	5	1	0	1	1	1	1	1	2	0	0.87	1.92	1.1	2.66	0	1.5	7.500	7.500	10.167	4.717	0.000	14.167	0.85	0.75	0.85	0.9	0	0.99	1	1	1	1	0	1	
657	1	5	1	0	1	1	1	1	1	2	0	1.22	2.36	1.38	2.13	0	1.8	5.500	5.500	11.167	5.167	0.000	15.467	0	0	0	0	0	0	1	1	1	1	0	1	
658	1	5	1	1	1	0	1	2	1	0	2	0.74	1.27	0.43	0	0	1.8	7.500	7.083	18.033	0.000	0.000	13.267	0	0	0	0	0	0	1	1	1	0	0	1	
659	2	5	1	1	1	0	1	2	1	0	2	0.67	1.65	0.54	0	0	2.1	6.667	7.500	14.667	0.000	0.000	14.917	0.9	0.85	0.6	0	0	0.9	1	1	1	0	0	1	
660	3	5	1	1	1	0	1	2	1	0	2	0.94	2.03	0.67	0	0	1.5	7.083	6.667	11.283	0.000	0.000	12.167	0.75	0.75	0.75	0	0	0.99	1	1	1	0	0	1	
661	3	5	1	1	3	1	2	0	0	0	2	1.22	1.47	1.1	3	0	2.1	6.500	5.500	10.167	5.167	0.000	17.417	0.9	0.85	0.85	0.7	0	0.9	1	1	1	1	0	1	
662	1	5	1	1	3	1	2	0	0	0	2	0.96	2.36	0.88	2.66	0	1.8	5.500	7.500	11.167	4.933	0.000	15.467	0	0	0	0	0	0	1	1	1	1	0	1	
663	2	5	1	1	3	1	2	0	0	0	2	0.87	1.92	1.38	2.13	0	1.5	7.500	6.500	10.667	4.717	0.000	14.167	0.85	0.75	0.6	0.9	0	0.9	1	1	1	1	0	1	
664	3	1	1	1	1	0	0	1	1	0	2	0.87	2.36	0.88	3	0	1.8	7.500	5.500	10.167	4.717	0.000	15.467	0.9	0.9	0.85	0.7	0	0.9	1	1	1	1	0	1	
665	2	5	1	1	1	0	0	1	1	0	2	0.96	1.47	1.1	2.66	0	2.1	5.500	6.500	10.667	4.933	0.000	17.417	0.85	0.75	0.6	0.85	0	0.9	1	1	1	1	0	1	
666	1	1	1	1	1	0	0	1	1	0	2	1.22	1.92	1.38	2.13	0	1.5	6.500	7.500	11.167	5.167	0.000	14.167	0	0	0	0	0	0	1	1	1	1	0	1	
667	1	0	1	1	2	0	1	0	2	0	2	0.96	1.47	0.88	3	0	1.8	6.500	5.500	10.167	4.933	0.000	15.467	0.75	0.75	0.75	0.9	0	0.9	1	1	1	1	0	1	
668	2	0	1	1	2	0	1	0	2	0	2	0.87	2.36	1.38	2.66	0	1.5	7.500	7.500	11.167	4.717	0.000	14.167	0.9	0.9	0.6	0.7	0	0.9	1	1	1	1	0	1	
669	3	5	1	1	2	0	1	0	2	0	2	1.22	1.92	1.1	2.13	0	2.1	5.500	6.500	10.667	5.167	0.000	17.417	0.85	0.85	0.85	0.85	0	0.99	1	1	1	1	0	1	
670	3	0	1	1	1	0	1	1	1	0	3	1.65	1.78	0.8	2.5	0.74	1.25	7.750	7.750	11.167	5.100	9.117	11.667	0.75	0.75	0.75	0.9	0.75	0.99	1	1	1	1	1	1	
671	1	0	1	1	1	0	1	1	1	0	3	1.3	2.85	1	2	0.92	1.75	8.500	7.000	12.167	4.850	11.750	14.283	0.85	0.85	0.85	0.85	0.9	0.9	1	1	1	1	1	1	
672	2	0	1	1	1	0	1	1	1	0	3	1.18	2.31	0.64	1.6	1.15	1.5	7.000	8.500	10.167	5.367	14.367	12.717	0.9	0.9	0.6	0.7	0.85	0.95	1	1	1	1	1	1	
673	1	5	1	1	2	0	1	1	0	0	3	0.74	2.03	0.43	0	0	1.8	6.667	7.500	18.033	0.000	0.000	13.267	0.75	0.85	0.85	0	0	0.9	1	1	1	0	0	1	
674	2	0	1	1	2	0	1	1	0	0	3	0.94	1.65	0.67	0	0	1.5	7.083	6.667	14.667	0.000	0.000	12.167	0.85	0.9	0.6	0	0	0.95	1	1	1	0	0	1	
675	3	0	1	1	2	0	1	1	0	0	3	0.67	1.27	0.54	0	0	2.1	7.500	7.083	11.283	0.000	0.000	14.917	0.9	0.75	0.75	0	0	0.99	1	1	1	0	0	1	
676	1	5	1	0	1	1	1	2	1	2	2	1.18	1.78	0.8	2.5	0.74	1.5	8.500	7.000	12.167	5.100	9.117	12.717	0	0	0	0	0	0	1	1	1	1	1	1	
677	3	5	1	0	1	1	1	2	1	2	2	1.65	2.85	1	2	1.15	1.25	7.750	7.750	11.167	5.367	14.367	11.667	0.85	0.85	0.6	0.9	0.75	0.95	1	1	1	1	1	1	
678	2	5	1	0	1	1	1	2	1	2	2	1.3	2.31	0.64	1.6	0.92	1.75	7.000	8.500	10.167	4.850	11.750	14.283	0.9	0.75	0.75	0.7	0.85	0.99	1	1	1	1	1	1	
679	2	5	1	0	2	1	2	2	2	2	2	1.18	2.85	0.8	2.5	0.74	1.5	7.000	8.500	10.167	5.367	9.117	12.717	0.85	0.9	0.85	0.85	0.85	0.95	1	1	1	1	1	1	
680	1	5	1	0	2	1	2	2	2	2	2	1.65	2.31	1	2	0.92	1.75	7.750	7.750	11.167	4.850	11.750	14.283	0	0	0	0	0	0	1	1	1	1	1	1	
681	3	5	1	0	2	1	2	2	2	2	2	1.3	1.78	0.64	1.6	1.15	1.25	8.500	7.000	12.167	5.100	14.367	11.667	0.75	0.85	0.75	0.9	0.9	0.9	1	1	1	1	1	1	
682	1	5	1	1	1	0	2	0	2	0	2	1.18	2.85	0.8	2.5	1.15	1.75	8.500	7.000	12.167	4.850	14.367	14.283	0.85	0.9	0.75	0.9	0.9	0.9	1	1	1	1	1	1	
683	2	3	1	1	1	0	2	0	2	0	2	1.65	1.78	0.64	2	0.92	1.25	7.000	7.750	10.167	5.367	11.750	11.667	0.9	0.75	0.6	0.85	0.85	0.99	1	1	1	1	1	1	
684	3	3	1	1	1	0	2	0	2	0	2	1.3	2.31	1	1.6	0.74	1.5	7.750	8.500	11.167	5.100	9.117	12.717	0.75	0.85	0.85	0.7	0.75	0.95	1	1	1	1	1	1	
685	3	2	1	1	2	1	0	1	0	0	1	1.65	1.78	0.64	2.5	1.15	1.5	8.500	8.500	11.167	5.100	14.367	12.717	0.85	0.9	0.85	0.7	0.75	0.9	1	1	1	1	1	1	
686	2	4	1	1	2	1	0	1	0	0	1	1.18	2.31	0.8	2	0.74	1.25	7.000	7.750	10.167	4.850	9.117	11.667	0.9	0.75	0.75	0.9	0.85	0.95	1	1	1	1	1	1	
687	1	2	1	1	2	1	0	1	0	0	1	1.3	2.85	1	1.6	0.92	1.75	7.750	7.000	12.167	5.367	11.750	14.283	0	0	0	0	0	0	1	1	1	1	1	1	
688	1	2	1	1	2	0	1	1	2	0	0	1.22	1.47	0.88	3	0	1.5	5.500	6.500	10.167	5.167	0.000	14.167	0	0	0	0	0	0	1	1	1	1	0	1	
689	2	2	1	1	2	0	1	1	2	0	0	0.87	1.92	1.38	2.66	0	2.1	7.500	7.500	10.667	4.933	0.000	17.417	0.9	0.75	0.75	0.9	0	0.9	1	1	1	1	0	1	
690	3	2	1	1	2	0	1	1	2	0	0	0.96	2.36	1.1	2.13	0	1.8	6.500	5.500	11.167	4.717	0.000	15.467	0.75	0.85	0.85	0.7	0	0.99	1	1	1	1	0	1	
691	1	0	1	0	1	0	1	1	1	0	3	0.94	1.27	0.54	0	0	1.8	6.667	7.083	11.283	0.000	0.000	13.267	0	0	0	0	0	0	1	1	1	0	0	1	
692	2	0	1	0	1	0	1	1	1	0	3	0.74	1.65	0.67	0	0	1.5	7.500	6.667	14.667	0.000	0.000	12.167	0.85	0.85	0.85	0	0	0.9	1	1	1	0	0	1	
693	3	0	1	0	1	0	1	1	1	0	3	0.67	2.03	0.43	0	0	2.1	7.083	7.500	18.033	0.000	0.000	14.917	0.9	0.9	0.75	0	0	0.95	1	1	1	0	0	1	
694	3	4	1	1	0	1	1	1	2	0	2	1.65	1.78	0.8	2.5	0.92	1.5	7.000	7.000	11.167	5.100	11.750	12.717	0.9	0.9	0.6	0.9	0.85	0.95	1	1	1	1	1	1	
695	2	2	1	1	0	1	1	1	2	0	2	1.18	2.31	1	2	1.15	1.75	7.750	7.750	10.167	4.850	14.367	14.283	0.75	0.75	0.75	0.7	0.75	0.99	1	1	1	1	1	1	
696	1	2	1	1	0	1	1	1	2	0	2	1.3	2.85	0.64	1.6	0.74	1.25	8.500	8.500	12.167	5.367	9.117	11.667	0	0	0	0	0	0	1	1	1	1	1	1	
697	1	0	1	1	1	2	2	1	1	2	3	0.67	2.03	0.43	0	0	2.1	6.667	7.500	14.667	0.000	0.000	14.917	0	0	0	0	0	0	1	1	1	0	0	1	
698	2	0	1	1	1	2	2	1	1	2	3	0.94	1.65	0.67	0	0	1.8	7.083	6.667	11.283	0.000	0.000	13.267	0.9	0.9	0.6	0	0	0.9	1	1	1	0	0	1	
699	3	0	1	1	1	2	2	1	1	2	3	0.74	1.27	0.54	0	0	1.5	7.500	7.083	18.033	0.000	0.000	12.167	0.75	0.75	0.75	0	0	0.95	1	1	1	0	0	1	
700	2	5	0	1	0	1	1	2	2	0	2	1.3	0	0.8	2.5	1.15	1.75	7.750	0.000	12.167	5.367	14.367	14.283	0.9	0	0.75	0.7	0.9	0.99	1	0	1	1	1	1	
701	1	5	0	1	0	1	1	2	2	0	2	1.18	0	1	2	0.74	1.25	8.500	0.000	11.167	5.100	9.117	11.667	0	0	0	0	0	0	1	0	1	1	1	1	
702	3	5	0	1	0	1	1	2	2	0	2	1.65	0	0.64	1.6	0.92	1.5	7.000	0.000	10.167	4.850	11.750	12.717	0.75	0	0.6	0.9	0.75	0.95	1	0	1	1	1	1	
703	2	5	1	0	2	0	1	2	1	0	0	1.65	2.85	0.8	2.5	0.74	1.75	7.750	7.000	12.167	5.367	9.117	14.283	0.9	0.75	0.75	0.7	0.85	0.95	1	1	1	1	1	1	
704	1	5	1	0	2	0	1	2	1	0	0	1.18	1.78	1	2	1.15	1.25	8.500	8.500	11.167	4.850	14.367	11.667	0.75	0.85	0.85	0.9	0.9	0.99	1	1	1	1	1	1	
705	3	5	1	0	2	0	1	2	1	0	0	1.3	2.31	0.64	1.6	0.92	1.5	7.000	7.750	10.167	5.100	11.750	12.717	0.85	0.9	0.6	0.85	0.75	0.9	1	1	1	1	1	1	
706	2	5	1	1	1	1	1	1	1	0	0	1.18	1.78	0.64	2.5	1.15	1.25	7.750	7.750	12.167	5.100	14.367	11.667	0.9	0.85	0.85	0.9	0.75	0.99	1	1	1	1	1	1	
707	3	5	1	1	1	1	1	1	1	0	0	1.65	2.85	0.8	2	0.92	1.75	8.500	8.500	11.167	5.367	11.750	14.283	0.85	0.75	0.75	0.7	0.9	0.9	1	1	1	1	1	1	
708	1	5	1	1	1	1	1	1	1	0	0	1.3	2.31	1	1.6	0.74	1.5	7.000	7.000	10.167	4.850	9.117	12.717	0.75	0.9	0.6	0.85	0.85	0.95	1	1	1	1	1	1	
709	2	5	0	1	1	0	0	1	1	2	2	1.3	0	0.8	2.5	1.15	1.5	7.000	0.000	10.167	5.367	14.367	12.717	0.75	0	0.85	0.7	0.75	0.99	1	0	1	1	1	1	
710	1	5	0	1	1	0	0	1	1	2	2	1.65	0	0.64	2	0.92	1.75	7.750	0.000	11.167	5.100	11.750	14.283	0.9	0	0.6	0.9	0.9	0.95	1	0	1	1	1	1	
711	3	5	0	1	1	0	0	1	1	2	2	1.18	0	1	1.6	0.74	1.25	8.500	0.000	12.167	4.850	9.117	11.667	0.85	0	0.75	0.85	0.85	0.9	1	0	1	1	1	1	
